"Date","Unique Sellers"
"2021-04-10",1326
"2021-04-11",1338
"2021-04-12",1346
"2021-04-13",1358
"2021-04-14",1370
"2021-04-15",1384
"2021-04-16",1391
"2021-04-17",1400
"2021-04-18",1406
"2021-04-19",1408
"2021-04-20",1415
"2021-04-21",1423
"2021-04-22",1428
"2021-04-23",1435
"2021-04-24",1436
"2021-04-25",1437
"2021-04-26",1446
"2021-04-27",1453
"2021-04-28",1460
"2021-04-29",1462
"2021-04-30",1466
"2021-05-01",1473
"2021-05-02",1479
"2021-05-03",1505
"2021-05-04",1522
"2021-05-05",1528
"2021-05-06",1535
"2021-05-07",1538
"2021-05-08",1545
"2021-05-09",1552
"2021-05-10",1556
"2021-05-11",1560
"2021-05-12",1566
"2021-05-13",1575
"2021-05-14",1580
"2021-05-15",1586
"2021-05-16",1588
"2021-05-17",1589
"2021-05-18",1591
"2021-05-19",1593
"2021-05-20",1595
"2021-05-21",1595
"2021-05-22",1598
"2021-05-23",1600
"2021-05-24",1607
"2021-05-25",1610
"2021-05-26",1613
"2021-05-27",1617
"2021-05-28",1621
"2021-05-29",1624
"2021-05-30",1627
"2021-05-31",1628
"2021-06-01",1629
"2021-06-02",1631
"2021-06-03",1631
"2021-06-04",1632
"2021-06-05",1632
"2021-06-06",1633
"2021-06-07",1635
"2021-06-08",1636
"2021-06-09",1638
"2021-06-10",1640
"2021-06-11",1644
"2021-06-12",1646
"2021-06-13",1648
"2021-06-14",1648
"2021-06-15",1651
"2021-06-16",1655
"2021-06-17",1657
"2021-06-18",1660
"2021-06-19",1662
"2021-06-20",1663
"2021-06-21",1664
"2021-06-22",1666
"2021-06-23",1669
"2021-06-24",1671
"2021-06-25",1675
"2021-06-26",1677
"2021-06-27",1678
"2021-06-28",1684
"2021-06-29",1699
"2021-06-30",1703
"2021-07-01",1709
"2021-07-02",1717
"2021-07-03",1720
"2021-07-04",1730
"2021-07-05",1737
"2021-07-06",1743
"2021-07-07",1747
"2021-07-08",1750
"2021-07-09",1753
"2021-07-10",1758
"2021-07-11",1764
"2021-07-12",1772
"2021-07-13",1781
"2021-07-14",1788
"2021-07-15",1796
"2021-07-16",1801
"2021-07-17",1808
"2021-07-18",1811
"2021-07-19",1814
"2021-07-20",1819
"2021-07-21",1823
"2021-07-22",1825
"2021-07-23",1830
"2021-07-24",1833
"2021-07-25",1834
"2021-07-26",1849
"2021-07-27",1853
"2021-07-28",1861
"2021-07-29",1874
"2021-07-30",1923
"2021-07-31",1983
"2021-08-01",2032
"2021-08-02",2041
"2021-08-03",2059
"2021-08-04",2089
"2021-08-05",2144
"2021-08-06",2196
"2021-08-07",2215
"2021-08-08",2229
"2021-08-09",2240
"2021-08-10",2253
"2021-08-11",2274
"2021-08-12",2283
"2021-08-13",2288
"2021-08-14",2296
"2021-08-15",2303
"2021-08-16",2309
"2021-08-17",2318
"2021-08-18",2326
"2021-08-19",2339
"2021-08-20",2352
"2021-08-21",2361
"2021-08-22",2371
"2021-08-23",2467
"2021-08-24",2489
"2021-08-25",2503
"2021-08-26",2510
"2021-08-27",2561
"2021-08-28",2630
"2021-08-29",2653
"2021-08-30",2666
"2021-08-31",2672
"2021-09-01",2682
"2021-09-02",2691
"2021-09-03",2694
"2021-09-04",2701
"2021-09-05",2707
"2021-09-06",2713
"2021-09-07",2718
"2021-09-08",2719
"2021-09-09",2721
"2021-09-10",2728
"2021-09-11",2731
"2021-09-12",2735
"2021-09-13",2739
"2021-09-14",2743
"2021-09-15",2751
"2021-09-16",2781
"2021-09-17",2782
"2021-09-18",2783
"2021-09-19",2784
"2021-09-20",2790
"2021-09-21",2795
"2021-09-22",2798
"2021-09-23",2807
"2021-09-24",2819
"2021-09-25",2829
"2021-09-26",2834
"2021-09-27",2835
"2021-09-28",2842
"2021-09-29",2847
"2021-09-30",2858
"2021-10-01",2869
"2021-10-02",2872
"2021-10-03",2878
"2021-10-04",2888
"2021-10-05",2893
"2021-10-06",2895
"2021-10-07",2896
"2021-10-08",2899
"2021-10-09",2899
"2021-10-10",2901
"2021-10-11",2904
"2021-10-12",2907
"2021-10-13",2909
"2021-10-14",2913
"2021-10-15",2915
"2021-10-16",2920
"2021-10-17",2923
"2021-10-18",2925
"2021-10-19",2929
"2021-10-20",2931
"2021-10-21",2935
"2021-10-22",2938
"2021-10-23",2943
"2021-10-24",2946
"2021-10-25",2949
"2021-10-26",2952
"2021-10-27",2957
"2021-10-28",2962
"2021-10-29",2965
"2021-10-30",2968
"2021-10-31",2969
"2021-11-01",2973
"2021-11-02",2976
"2021-11-03",2980
"2021-11-04",2981
"2021-11-05",2981
"2021-11-06",2984
"2021-11-07",2985
"2021-11-08",2986
"2021-11-09",2988
"2021-11-10",2995
"2021-11-11",3003
"2021-11-12",3007
"2021-11-13",3013
"2021-11-14",3019
"2021-11-15",3023
"2021-11-16",3027
"2021-11-17",3031
"2021-11-18",3033
"2021-11-19",3035
"2021-11-20",3036
"2021-11-21",3039
"2021-11-22",3042
"2021-11-23",3043
"2021-11-24",3043
"2021-11-25",3043
