"Date","Unique Buyers"
"2021-04-01",2256
"2021-04-02",2263
"2021-04-03",2270
"2021-04-04",2278
"2021-04-05",2292
"2021-04-06",2302
"2021-04-07",2310
"2021-04-08",2350
"2021-04-09",2380
"2021-04-10",2390
"2021-04-11",2409
"2021-04-12",2427
"2021-04-13",2448
"2021-04-14",2461
"2021-04-15",2470
"2021-04-16",2483
"2021-04-17",2496
"2021-04-18",2500
"2021-04-19",2508
"2021-04-20",2514
"2021-04-21",2521
"2021-04-22",2530
"2021-04-23",2547
"2021-04-24",2555
"2021-04-25",2560
"2021-04-26",2572
"2021-04-27",2580
"2021-04-28",2587
"2021-04-29",2598
"2021-04-30",2605
"2021-05-01",2613
"2021-05-02",2620
"2021-05-03",2660
"2021-05-04",2676
"2021-05-05",2680
"2021-05-06",2686
"2021-05-07",2690
"2021-05-08",2698
"2021-05-09",2708
"2021-05-10",2715
"2021-05-11",2727
"2021-05-12",2735
"2021-05-13",2746
"2021-05-14",2754
"2021-05-15",2757
"2021-05-16",2761
"2021-05-17",2767
"2021-05-18",2767
"2021-05-19",2773
"2021-05-20",2776
"2021-05-21",2779
"2021-05-22",2788
"2021-05-23",2789
"2021-05-24",2800
"2021-05-25",2807
"2021-05-26",2811
"2021-05-27",2812
"2021-05-28",2819
"2021-05-29",2821
"2021-05-30",2826
"2021-05-31",2828
"2021-06-01",2830
"2021-06-02",2835
"2021-06-03",2839
"2021-06-04",2841
"2021-06-05",2841
"2021-06-06",2843
"2021-06-07",2847
"2021-06-08",2852
"2021-06-09",2855
"2021-06-10",2862
"2021-06-11",2868
"2021-06-12",2869
"2021-06-13",2871
"2021-06-14",2872
"2021-06-15",2875
"2021-06-16",2881
"2021-06-17",2887
"2021-06-18",2889
"2021-06-19",2890
"2021-06-20",2896
"2021-06-21",2899
"2021-06-22",2907
"2021-06-23",2915
"2021-06-24",2920
"2021-06-25",2927
"2021-06-26",2939
"2021-06-27",2949
"2021-06-28",2962
"2021-06-29",2980
"2021-06-30",2987
"2021-07-01",2995
"2021-07-02",3003
"2021-07-03",3011
"2021-07-04",3022
"2021-07-05",3034
"2021-07-06",3042
"2021-07-07",3051
"2021-07-08",3061
"2021-07-09",3070
"2021-07-10",3089
"2021-07-11",3103
"2021-07-12",3120
"2021-07-13",3126
"2021-07-14",3136
"2021-07-15",3146
"2021-07-16",3161
"2021-07-17",3178
"2021-07-18",3183
"2021-07-19",3187
"2021-07-20",3193
"2021-07-21",3200
"2021-07-22",3207
"2021-07-23",3216
"2021-07-24",3220
"2021-07-25",3224
"2021-07-26",3243
"2021-07-27",3252
"2021-07-28",3265
"2021-07-29",3274
"2021-07-30",3327
"2021-07-31",3420
"2021-08-01",3482
"2021-08-02",3499
"2021-08-03",3519
"2021-08-04",3566
"2021-08-05",3626
"2021-08-06",3705
"2021-08-07",3730
"2021-08-08",3744
"2021-08-09",3758
"2021-08-10",3778
"2021-08-11",3787
"2021-08-12",3798
"2021-08-13",3802
"2021-08-14",3812
"2021-08-15",3821
"2021-08-16",3826
"2021-08-17",3833
"2021-08-18",3844
"2021-08-19",3859
"2021-08-20",3879
"2021-08-21",3897
"2021-08-22",3906
"2021-08-23",4032
"2021-08-24",4077
"2021-08-25",4111
"2021-08-26",4129
"2021-08-27",4185
"2021-08-28",4271
"2021-08-29",4296
"2021-08-30",4309
"2021-08-31",4318
"2021-09-01",4323
"2021-09-02",4335
"2021-09-03",4344
"2021-09-04",4348
"2021-09-05",4349
"2021-09-06",4352
"2021-09-07",4359
"2021-09-08",4363
"2021-09-09",4364
"2021-09-10",4370
"2021-09-11",4377
"2021-09-12",4379
"2021-09-13",4385
"2021-09-14",4389
"2021-09-15",4395
"2021-09-16",4420
"2021-09-17",4423
"2021-09-18",4424
"2021-09-19",4429
"2021-09-20",4434
"2021-09-21",4437
"2021-09-22",4445
"2021-09-23",4455
"2021-09-24",4463
"2021-09-25",4471
"2021-09-26",4476
"2021-09-27",4482
"2021-09-28",4487
"2021-09-29",4492
"2021-09-30",4505
"2021-10-01",4522
"2021-10-02",4534
"2021-10-03",4541
"2021-10-04",4550
"2021-10-05",4558
"2021-10-06",4562
"2021-10-07",4565
"2021-10-08",4569
"2021-10-09",4570
"2021-10-10",4573
"2021-10-11",4574
"2021-10-12",4579
"2021-10-13",4583
"2021-10-14",4585
"2021-10-15",4589
"2021-10-16",4595
"2021-10-17",4600
"2021-10-18",4602
"2021-10-19",4606
"2021-10-20",4610
"2021-10-21",4615
"2021-10-22",4619
"2021-10-23",4626
"2021-10-24",4630
"2021-10-25",4632
"2021-10-26",4635
"2021-10-27",4639
"2021-10-28",4648
"2021-10-29",4652
"2021-10-30",4655
"2021-10-31",4660
"2021-11-01",4664
"2021-11-02",4668
"2021-11-03",4675
"2021-11-04",4680
"2021-11-05",4683
"2021-11-06",4687
"2021-11-07",4691
"2021-11-08",4699
"2021-11-09",4701
"2021-11-10",4705
"2021-11-11",4709
"2021-11-12",4712
"2021-11-13",4719
"2021-11-14",4729
"2021-11-15",4737
"2021-11-16",4743
"2021-11-17",4748
"2021-11-18",4752
"2021-11-19",4753
"2021-11-20",4756
"2021-11-21",4757
"2021-11-22",4757
"2021-11-23",4759
"2021-11-24",4759
"2021-11-25",4759
